corpus_id,bucket,register,category,court,question_type,level,WC,FRE,ARI,TTR,MTLD,MCD,MaxCD,MLS,MLC,CT_T,DC_C,NomR,MAL,MaxAL,LeftBR,MeanArcCross,MaxArcCross,n_sent
cl_v2_10254546_c2,high_density,judicial_opinion,,various_federal,,,410,49.884,14.213,0.5013,78.39,2.0,5,27.867,8.196,0.7222,0.7647,0.0885,2.2982,13.867,0.4988,1.2037,3.6,15
cl_v2_10234046_c0,high_density,judicial_opinion,,various_federal,,,403,44.105,16.19,0.4523,63.43,2.125,6,25.438,6.565,0.9375,0.8065,0.0994,2.1757,9.812,0.5601,0.9881,3.125,16
cl_v2_10234046_c1,high_density,judicial_opinion,,various_federal,,,421,48.395,12.098,0.4318,53.97,0.8929,5,15.357,8.776,0.7391,0.551,0.1421,1.8938,6.107,0.4801,0.6982,2.25,28
cl_v2_10234046_c2,high_density,judicial_opinion,,various_federal,,,337,54.778,11.016,0.4969,52.34,1.2353,4,20.059,8.119,0.8,0.6667,0.1127,2.3222,11.706,0.5401,1.0586,2.941,17
cl_v2_2822446_c0,high_density,judicial_opinion,,various_federal,,,437,63.023,8.309,0.4076,66.7,0.7826,3,19.087,11.256,0.5417,0.6154,0.1081,2.1778,10.957,0.4844,1.0043,2.87,23
cl_v2_2829545_c0,high_density,judicial_opinion,,various_federal,,,346,44.092,17.608,0.5697,88.83,0.85,3,17.8,11.125,0.8462,0.6875,0.1343,1.8398,9.3,0.5516,0.8129,2.25,20
cl_v2_10312743_c0,high_density,judicial_opinion,,various_federal,,,459,46.043,14.693,0.4062,81.55,1.0556,3,26.111,11.463,0.6522,0.6585,0.095,2.557,13.056,0.4845,1.2733,3.722,18
cl_v2_10258199_c1,high_density,judicial_opinion,,various_federal,,,391,41.239,13.095,0.4282,59.01,1.375,4,25.062,9.114,0.8125,0.7045,0.1676,2.3501,12.438,0.5,1.1475,3.5,16
cl_v2_10258199_c2,high_density,judicial_opinion,,various_federal,,,381,44.615,10.623,0.4734,75.01,0.7826,3,16.87,8.818,0.6087,0.5909,0.1056,2.035,8.913,0.5288,0.94,2.609,23
cl_v2_10258205_c0,high_density,judicial_opinion,,various_federal,,,404,28.08,19.155,0.4396,52.61,1.0,4,27.133,11.306,0.6875,0.6667,0.1304,2.3436,17.067,0.4097,1.0547,3.067,15
cl_v2_10258205_c1,high_density,judicial_opinion,,various_federal,,,425,42.951,12.637,0.4207,61.28,1.1364,4,19.5,7.526,0.6452,0.6316,0.1512,2.4792,11.227,0.5258,1.1529,3.273,22
cl_v2_10258206_c0,high_density,judicial_opinion,,various_federal,,,436,28.678,17.897,0.5374,65.96,1.2667,6,29.467,10.279,0.6667,0.6744,0.1452,2.6718,15.533,0.4988,1.3379,3.8,15
cl_v2_10258206_c1,high_density,judicial_opinion,,various_federal,,,396,23.836,17.836,0.4491,46.22,1.5333,5,26.733,10.838,0.6875,0.7568,0.134,2.6853,16.067,0.5518,1.3637,4.0,15
cl_v2_10258206_c2,high_density,judicial_opinion,,various_federal,,,438,49.509,11.91,0.487,102.43,1.1579,4,23.789,10.512,0.6087,0.6744,0.1538,2.7155,14.737,0.5312,1.2634,3.316,19
cl_v2_10234047_c0,high_density,judicial_opinion,,various_federal,,,458,22.988,19.353,0.3565,60.13,1.6667,3,51.444,12.861,0.7692,0.7778,0.1204,2.9788,34.222,0.4515,1.6983,4.889,9
cl_v2_10254548_c0,high_density,judicial_opinion,,various_federal,,,409,52.566,8.914,0.5413,54.66,0.3056,2,11.833,11.211,0.2727,0.3421,0.1341,1.7871,6.25,0.4513,0.6749,2.222,36
cl_v2_10254548_c1,high_density,judicial_opinion,,various_federal,,,394,32.893,10.931,0.5092,83.94,0.5143,2,11.486,10.308,0.5417,0.5128,0.1592,2.0976,6.657,0.5598,0.7241,2.143,35
cl_v2_10234048_c0,high_density,judicial_opinion,,various_federal,,,381,42.574,13.679,0.5083,59.42,1.1053,5,20.368,8.6,0.6522,0.6444,0.1736,2.4148,9.842,0.4918,1.1117,3.316,19
cl_v2_10234048_c1,high_density,judicial_opinion,,various_federal,,,431,39.186,16.061,0.4854,60.78,1.5625,3,27.312,8.245,0.76,0.7358,0.1479,2.8063,14.625,0.4798,1.325,4.062,16
cl_v2_10234048_c2,high_density,judicial_opinion,,various_federal,,,376,42.411,13.104,0.4011,52.72,1.8182,4,35.0,9.872,0.6667,0.7436,0.1392,2.8847,19.364,0.4973,1.5706,4.182,11
cl_v2_10234049_c0,high_density,judicial_opinion,,various_federal,,,438,40.551,14.392,0.5247,94.87,0.5806,3,14.419,11.462,0.5909,0.5128,0.1453,1.9436,8.032,0.4869,0.8052,2.355,31
cl_v2_10234049_c1,high_density,judicial_opinion,,various_federal,,,427,56.371,11.739,0.4685,51.99,0.525,3,10.85,9.435,0.5862,0.5652,0.121,1.5259,5.825,0.4975,0.5861,1.8,40
cl_v2_10234049_c2,high_density,judicial_opinion,,various_federal,,,429,58.466,11.296,0.4821,88.42,0.5778,4,9.778,8.98,0.5152,0.5714,0.096,1.6725,4.933,0.4247,0.6081,1.911,45
cl_v2_10254549_c0,high_density,judicial_opinion,,various_federal,,,382,30.536,17.943,0.4582,61.65,0.875,3,16.0,9.143,0.65,0.6667,0.2548,1.7745,7.208,0.475,0.6894,2.125,24
cl_v2_10254549_c1,high_density,judicial_opinion,,various_federal,,,404,43.694,14.114,0.4404,47.77,1.1111,4,22.778,10.513,0.6875,0.6667,0.1781,2.3852,12.5,0.477,1.1173,3.111,18
cl_v2_10234050_c0,high_density,judicial_opinion,,various_federal,,,438,33.165,16.21,0.4573,76.23,1.05,5,22.25,10.114,0.52,0.5682,0.1809,2.3411,11.1,0.4776,1.0935,3.35,20
cl_v2_10234050_c1,high_density,judicial_opinion,,various_federal,,,383,35.973,15.339,0.4667,57.54,1.5,4,21.611,8.277,0.7917,0.6383,0.1358,2.4812,10.833,0.496,1.1569,3.556,18
cl_v2_10234050_c2,high_density,judicial_opinion,,various_federal,,,457,46.002,12.578,0.5046,84.01,0.9167,3,19.417,9.32,0.6667,0.56,0.1429,2.4609,10.583,0.448,1.1152,3.375,24
cl_v2_10234051_c0,high_density,judicial_opinion,,various_federal,,,369,46.324,14.639,0.4734,77.6,1.0526,4,20.0,10.857,0.6667,0.6571,0.0915,2.0022,9.632,0.4765,0.9454,2.895,19
cl_v2_10234051_c1,high_density,judicial_opinion,,various_federal,,,308,55.523,12.859,0.5251,77.6,1.3333,3,21.0,8.289,0.8,0.6842,0.0897,2.3056,11.6,0.5116,1.1369,3.067,15
cl_v2_10254550_c0,high_density,judicial_opinion,,various_federal,,,403,48.773,12.062,0.5168,81.95,0.8846,3,15.654,8.66,0.7895,0.6383,0.1443,2.0622,8.962,0.5459,0.8104,2.5,26
cl_v2_10254550_c1,high_density,judicial_opinion,,various_federal,,,434,31.156,17.238,0.5012,77.65,1.5294,3,25.706,9.5,0.6,0.7826,0.0931,2.724,13.059,0.4668,1.2333,3.294,17
cl_v2_10254550_c2,high_density,judicial_opinion,,various_federal,,,385,36.581,14.51,0.4747,62.12,1.1,4,19.4,9.7,0.625,0.65,0.1209,2.1729,11.4,0.5242,0.9774,2.8,20
cl_v2_10234052_c0,high_density,judicial_opinion,,various_federal,,,402,58.725,10.495,0.4801,81.42,0.96,5,16.24,8.826,0.6842,0.6739,0.048,1.9527,7.44,0.4845,0.7741,2.4,25
cl_v2_10234052_c1,high_density,judicial_opinion,,various_federal,,,433,42.917,14.919,0.4569,78.38,0.9545,4,20.091,8.84,0.6,0.64,0.1385,2.445,11.545,0.4905,1.1237,3.182,22
cl_v2_10234052_c2,high_density,judicial_opinion,,various_federal,,,425,29.136,20.524,0.5024,86.76,1.8462,7,33.462,9.255,0.5,0.7447,0.1,2.6897,16.0,0.4479,1.4044,3.538,13
cl_v2_10254551_c1,high_density,judicial_opinion,,various_federal,,,414,46.983,11.541,0.4924,73.93,1.15,5,21.2,9.422,0.6957,0.6889,0.1542,2.8933,14.1,0.5396,1.2809,3.6,20
cl_v2_11229_c0,high_density,judicial_opinion,,various_federal,,,284,44.939,12.189,0.5316,91.14,1.0625,3,17.875,8.412,0.7143,0.6765,0.1639,2.3117,9.438,0.4963,1.0141,3.0,16
cl_v2_10254553_c0,high_density,judicial_opinion,,various_federal,,,375,48.384,11.121,0.5044,77.32,0.5238,2,18.143,13.607,0.45,0.4286,0.1171,2.5278,12.81,0.4333,1.1343,3.095,21
cl_v2_10234054_c0,high_density,judicial_opinion,,various_federal,,,429,41.302,14.009,0.5087,69.22,1.1111,3,24.444,11.282,0.4231,0.5641,0.1591,2.5211,14.556,0.4573,1.2735,3.444,18
cl_v2_10234054_c1,high_density,judicial_opinion,,various_federal,,,444,31.243,15.263,0.5304,71.77,0.6154,2,17.885,12.237,0.4848,0.4211,0.1587,2.295,9.192,0.4897,1.0321,3.115,26
cl_v2_10234054_c2,high_density,judicial_opinion,,various_federal,,,458,39.687,13.394,0.5252,96.07,1.08,4,18.92,9.096,0.5862,0.5769,0.15,2.3612,10.96,0.4777,1.1287,3.4,25
cl_v2_10234055_c0,high_density,judicial_opinion,,various_federal,,,447,65.524,7.867,0.4773,70.44,1.0294,3,13.5,6.465,0.6667,0.6197,0.1091,1.9856,6.735,0.5141,0.8147,2.529,34
cl_v2_10234055_c1,high_density,judicial_opinion,,various_federal,,,360,34.001,14.986,0.5421,93.28,1.1176,3,21.706,9.225,0.6842,0.6,0.1429,2.417,9.706,0.5114,1.0942,3.235,17
cl_v2_10234055_c2,high_density,judicial_opinion,,various_federal,,,401,35.184,15.961,0.4467,63.09,1.3125,4,25.125,9.805,0.6667,0.7073,0.1117,2.2622,16.688,0.4922,1.0373,2.812,16
cl_v2_10312749_c0,high_density,judicial_opinion,,various_federal,,,442,49.652,14.199,0.4942,77.03,1.5,4,22.35,7.707,0.7308,0.7069,0.1182,2.1858,12.05,0.4941,1.0023,3.05,20
cl_v2_10312749_c1,high_density,judicial_opinion,,various_federal,,,418,46.676,14.077,0.555,83.03,1.0952,5,20.381,9.106,0.6,0.6596,0.0837,2.5369,11.429,0.5086,1.0437,2.905,21
cl_v2_10312749_c2,high_density,judicial_opinion,,various_federal,,,245,46.106,15.782,0.583,70.92,0.875,3,15.688,9.296,0.5,0.5926,0.1157,2.2944,9.062,0.4638,0.9413,2.75,16
cl_v2_10254554_c0,high_density,judicial_opinion,,various_federal,,,269,52.02,11.348,0.5451,72.62,0.8182,6,12.545,8.364,0.5,0.6364,0.124,1.8183,7.273,0.5236,0.6882,1.909,22
cl_v2_10234056_c0,high_density,judicial_opinion,,various_federal,,,420,43.436,12.784,0.49,77.1,1.1111,4,23.778,10.974,0.5217,0.5641,0.1183,2.6938,13.722,0.5195,1.4017,4.278,18
cl_v2_10234056_c1,high_density,judicial_opinion,,various_federal,,,383,40.336,13.583,0.4932,81.06,1.1176,3,23.118,9.825,0.5217,0.6,0.0994,2.302,8.588,0.4229,1.0662,3.353,17
cl_v2_10234056_c2,high_density,judicial_opinion,,various_federal,,,362,34.059,15.887,0.4767,61.6,1.2143,2,26.214,11.469,0.6111,0.5938,0.1579,2.6485,12.643,0.4731,1.3511,4.071,14
cl_v2_10234074_c0,high_density,judicial_opinion,,various_federal,,,321,47.54,12.82,0.476,55.36,1.6429,5,23.714,8.737,0.8571,0.6842,0.1043,2.0929,9.286,0.5723,0.9962,3.214,14
cl_v2_10234074_c1,high_density,judicial_opinion,,various_federal,,,378,47.771,14.049,0.5608,62.94,1.625,4,23.75,9.268,0.8824,0.7073,0.087,2.5307,11.812,0.4176,1.0502,3.25,16
cl_v2_10234074_c2,high_density,judicial_opinion,,various_federal,,,411,47.996,14.254,0.4425,57.88,1.25,4,20.8,8.49,0.7143,0.6327,0.1081,2.2712,11.05,0.5202,1.073,3.4,20
cl_v2_2823489_c0,high_density,judicial_opinion,,various_federal,,,439,64.118,9.392,0.3443,53.27,1.375,4,29.625,11.286,0.7368,0.619,0.0526,2.9167,15.812,0.5284,1.5313,4.0,16
cl_v2_2823489_c1,high_density,judicial_opinion,,various_federal,,,421,59.983,10.952,0.4332,56.07,0.9048,2,20.429,10.725,0.5833,0.6,0.0652,2.6232,12.714,0.5564,1.2426,3.333,21
cl_v2_2823489_c2,high_density,judicial_opinion,,various_federal,,,421,47.704,17.411,0.4195,78.49,1.6923,5,33.308,10.825,0.6667,0.725,0.071,2.8131,22.538,0.5357,1.5367,3.923,13
cl_v2_10254555_c0,high_density,judicial_opinion,,various_federal,,,337,57.794,11.302,0.4765,71.78,0.85,3,17.1,9.771,0.4348,0.5714,0.203,2.2709,8.25,0.5404,0.9495,2.65,20
cl_v2_10312750_c0,high_density,judicial_opinion,,various_federal,,,370,43.552,13.152,0.5237,68.57,0.4444,2,14.296,13.31,0.5789,0.4828,0.2028,1.9282,6.963,0.4652,0.7616,2.407,27
cl_v2_10312750_c1,high_density,judicial_opinion,,various_federal,,,426,29.787,18.879,0.5306,73.34,1.3571,6,31.071,11.447,0.5417,0.7368,0.1179,2.4856,16.929,0.5226,1.1799,3.571,14
cl_v2_10312750_c2,high_density,judicial_opinion,,various_federal,,,385,28.284,17.369,0.4894,74.88,1.6154,3,30.231,8.02,0.9167,0.7755,0.1792,2.8149,15.692,0.6474,1.4573,4.077,13
cl_v2_2822457_c0,high_density,judicial_opinion,,various_federal,,,448,61.49,9.22,0.3647,45.04,0.9643,3,16.464,8.382,0.5263,0.5091,0.0879,2.251,7.214,0.5173,1.0044,3.071,28
cl_v2_10234057_c0,high_density,judicial_opinion,,various_federal,,,413,38.981,16.271,0.4177,56.19,1.0,3,21.15,9.614,0.7619,0.6364,0.1338,2.1311,11.5,0.4606,0.9708,3.0,20
cl_v2_10234057_c1,high_density,judicial_opinion,,various_federal,,,442,27.816,20.463,0.447,56.46,1.8,4,45.6,10.364,0.8,0.7727,0.1321,2.9311,28.7,0.4888,1.5358,4.3,10
cl_v2_10234057_c2,high_density,judicial_opinion,,various_federal,,,445,41.982,13.817,0.4047,64.2,1.4737,5,24.053,9.14,0.7059,0.72,0.0991,2.3892,12.579,0.532,1.1489,3.421,19
cl_v2_10254615_c0,high_density,judicial_opinion,,various_federal,,,409,45.897,14.321,0.5227,81.85,1.4,3,27.4,10.816,0.56,0.6579,0.1333,2.3608,13.067,0.5076,1.1702,3.467,15
cl_v2_10312793_c0,high_density,judicial_opinion,,various_federal,,,506,23.688,23.71,0.4286,55.16,0.9048,5,25.095,9.943,0.7391,0.7547,0.1337,2.2168,11.238,0.4862,0.8688,2.524,21
cl_v2_10312793_c1,high_density,judicial_opinion,,various_federal,,,443,36.085,19.986,0.4541,59.57,1.4286,9,32.643,9.14,0.5455,0.86,0.1073,2.8443,18.643,0.5034,1.3546,4.071,14
cl_v2_10312793_c2,high_density,judicial_opinion,,various_federal,,,424,53.442,11.824,0.466,74.19,1.5652,7,18.696,7.963,0.8125,0.7593,0.0918,2.3682,9.783,0.6054,0.9984,2.739,23
cl_v2_10254556_c0,high_density,judicial_opinion,,various_federal,,,442,50.996,12.618,0.4233,68.82,1.2174,4,19.391,9.292,0.6429,0.6042,0.0989,1.9756,7.609,0.5154,0.8759,2.609,23
cl_v2_10258489_c0,high_density,judicial_opinion,,various_federal,,,437,35.779,15.768,0.4583,61.67,0.8636,2,20.091,11.333,0.5652,0.5641,0.1813,2.3911,9.682,0.4786,1.0787,3.273,22
cl_v2_10258489_c1,high_density,judicial_opinion,,various_federal,,,387,39.859,13.937,0.458,68.9,0.9048,4,18.571,8.667,0.6071,0.6222,0.1687,2.0987,7.619,0.5122,0.8669,2.762,21
cl_v2_10258489_c2,high_density,judicial_opinion,,various_federal,,,429,51.178,10.916,0.449,77.65,0.9062,2,13.75,7.213,0.8333,0.623,0.0761,2.0086,7.375,0.5784,0.8209,2.469,32
cl_v2_10258493_c0,high_density,judicial_opinion,,various_federal,,,374,33.963,16.39,0.4586,48.02,0.4286,3,18.143,15.24,0.381,0.4,0.1733,2.0487,11.333,0.4528,0.9926,2.762,21
cl_v2_10234059_c0,high_density,judicial_opinion,,various_federal,,,458,50.401,11.358,0.4813,75.76,0.4667,3,15.7,12.73,0.4667,0.3784,0.0921,2.3138,8.1,0.5079,0.9528,2.8,30
cl_v2_10234059_c1,high_density,judicial_opinion,,various_federal,,,386,30.024,17.697,0.5167,59.04,1.375,4,24.625,10.649,0.6087,0.6216,0.1308,2.8738,14.625,0.5,1.3744,3.75,16
cl_v2_10234059_c2,high_density,judicial_opinion,,various_federal,,,397,53.628,11.654,0.4752,57.85,1.087,3,17.652,8.458,0.8182,0.6042,0.1369,2.0715,7.652,0.4778,0.7968,2.565,23
cl_v2_10257725_c0,high_density,judicial_opinion,,various_federal,,,343,33.188,14.799,0.543,68.81,1.0,3,20.824,10.412,0.5625,0.6471,0.1854,2.4449,10.882,0.4985,1.0954,3.176,17
cl_v2_10257725_c1,high_density,judicial_opinion,,various_federal,,,357,28.405,15.083,0.5786,117.14,0.9412,4,22.118,10.743,0.7222,0.5714,0.2209,2.4909,13.176,0.4875,1.0799,3.059,17
cl_v2_10257725_c2,high_density,judicial_opinion,,various_federal,,,409,37.795,14.467,0.5489,66.97,0.8261,4,18.13,9.698,0.6667,0.6279,0.134,1.8883,7.913,0.4898,0.7947,2.435,23
cl_v2_10257724_c0,high_density,judicial_opinion,,various_federal,,,424,39.056,15.432,0.4798,83.32,1.3158,4,22.368,9.239,0.64,0.6522,0.0966,2.1541,10.579,0.4914,1.0009,3.0,19
cl_v2_10257724_c1,high_density,judicial_opinion,,various_federal,,,428,16.653,22.915,0.5215,79.64,1.0714,3,30.929,12.735,0.6,0.6765,0.1523,2.5673,21.071,0.4714,1.2271,3.5,14
cl_v2_10257724_c2,high_density,judicial_opinion,,various_federal,,,432,30.42,16.001,0.4426,79.06,1.5333,4,29.333,9.167,0.7,0.7292,0.1889,2.7458,15.6,0.5365,1.4089,4.267,15
cl_v2_10254557_c0,high_density,judicial_opinion,,various_federal,,,443,38.303,15.987,0.455,56.46,1.5,3,28.188,10.25,0.75,0.75,0.1606,2.4288,14.312,0.5195,1.2288,3.625,16
cl_v2_10254557_c1,high_density,judicial_opinion,,various_federal,,,371,37.614,16.229,0.4646,66.37,1.2,3,25.333,10.857,0.6429,0.6857,0.1737,2.2895,12.467,0.5205,1.1849,3.533,15
cl_v2_10254557_c2,high_density,judicial_opinion,,various_federal,,,381,54.918,11.099,0.4806,63.32,0.9524,4,18.429,9.214,0.3333,0.5714,0.0987,2.2806,10.857,0.4563,1.0452,3.095,21
cl_v2_10234060_c0,high_density,judicial_opinion,,various_federal,,,455,25.684,15.251,0.3671,45.52,0.8421,3,24.263,10.721,0.5417,0.5581,0.0867,2.4846,12.526,0.5204,1.2077,3.579,19
cl_v2_10234060_c1,high_density,judicial_opinion,,various_federal,,,433,43.941,12.555,0.4818,74.98,0.9091,3,20.273,10.878,0.4615,0.5854,0.0702,2.3499,10.773,0.4269,1.1069,3.091,22
cl_v2_10234060_c2,high_density,judicial_opinion,,various_federal,,,433,35.019,16.712,0.4439,51.33,1.6667,3,37.917,11.667,0.7692,0.7692,0.0773,3.2065,26.667,0.447,1.7338,4.833,12
cl_v2_10257653_c0,high_density,judicial_opinion,,various_federal,,,444,42.323,15.231,0.4528,53.11,1.1765,4,26.882,10.881,0.8,0.6667,0.0994,2.6814,16.235,0.4818,1.3402,3.706,17
cl_v2_10257653_c1,high_density,judicial_opinion,,various_federal,,,456,36.2,16.629,0.4871,78.28,1.375,4,30.125,9.64,0.5238,0.72,0.095,2.8535,19.375,0.5472,1.4367,3.938,16
cl_v2_10257654_c0,high_density,judicial_opinion,,various_federal,,,418,38.783,14.675,0.5208,79.31,1.125,4,17.583,8.275,0.6667,0.6667,0.1093,1.9276,8.125,0.4863,0.8003,2.542,24
cl_v2_10257654_c1,high_density,judicial_opinion,,various_federal,,,419,31.202,15.44,0.4778,52.28,0.9375,3,26.625,12.529,0.55,0.6176,0.1231,2.6913,18.375,0.4951,1.2746,3.5,16
cl_v2_10257659_c0,high_density,judicial_opinion,,various_federal,,,316,47.526,11.088,0.4948,58.03,0.4815,4,12.0,10.125,0.375,0.5625,0.2075,1.607,5.741,0.4653,0.5895,1.889,27
cl_v2_10257659_c1,high_density,judicial_opinion,,various_federal,,,442,24.928,24.293,0.4773,74.11,1.5833,5,37.417,9.354,0.6667,0.8333,0.1098,2.6786,29.25,0.4749,1.3417,3.667,12
cl_v2_10257660_c0,high_density,judicial_opinion,,various_federal,,,347,36.585,15.221,0.4512,54.67,0.7333,3,23.867,11.933,0.5882,0.6667,0.0847,2.7914,19.667,0.4198,1.3396,3.533,15
cl_v2_10257660_c1,high_density,judicial_opinion,,various_federal,,,458,46.793,12.951,0.4759,56.97,0.5357,2,16.964,11.31,0.5556,0.619,0.0703,2.4968,10.0,0.4273,0.9852,2.821,28
cl_v2_10257660_c2,high_density,judicial_opinion,,various_federal,,,444,17.419,22.769,0.4823,62.41,1.7273,5,41.091,10.512,0.7778,0.7907,0.155,2.7506,21.818,0.4989,1.3561,3.818,11
cl_v2_10257663_c0,high_density,judicial_opinion,,various_federal,,,374,50.25,14.108,0.3539,44.72,1.0,3,25.267,13.069,0.6471,0.5862,0.1287,2.3221,15.6,0.4368,1.1841,3.267,15
cl_v2_10257663_c1,high_density,judicial_opinion,,various_federal,,,449,50.979,13.669,0.389,52.97,1.1875,4,28.75,11.22,0.7778,0.7317,0.1439,2.4657,15.375,0.4797,1.3083,3.812,16
cl_v2_10257663_c2,high_density,judicial_opinion,,various_federal,,,456,45.979,12.843,0.3651,50.87,0.8947,4,24.526,11.366,0.5238,0.6585,0.1151,2.1598,11.895,0.5168,1.0048,2.895,19
cl_v2_10254558_c0,high_density,judicial_opinion,,various_federal,,,436,43.95,12.309,0.446,38.28,0.5769,3,17.115,10.595,0.375,0.4524,0.1558,2.2766,9.038,0.463,0.9311,3.077,26
cl_v2_10254558_c1,high_density,judicial_opinion,,various_federal,,,437,26.545,17.109,0.4242,43.21,1.0526,3,23.368,10.571,0.6667,0.6905,0.2655,2.2235,11.789,0.5224,1.1405,3.263,19
cl_v2_10254558_c2,high_density,judicial_opinion,,various_federal,,,420,38.807,13.169,0.4742,57.85,0.8519,3,15.778,9.064,0.8182,0.6383,0.2011,2.2674,8.111,0.5213,0.9416,2.852,27
cl_v2_10889878_c1,high_density,judicial_opinion,,various_federal,,,452,42.656,16.204,0.4658,80.38,1.1579,3,24.632,8.83,0.68,0.6981,0.136,2.6161,15.211,0.539,1.3086,3.684,19
cl_v2_10889878_c2,high_density,judicial_opinion,,various_federal,,,384,53.77,11.479,0.4514,67.83,1.0833,5,16.417,7.88,0.7619,0.66,0.1508,2.2175,8.042,0.496,0.8613,2.625,24
cl_v2_10234062_c0,high_density,judicial_opinion,,various_federal,,,314,37.442,12.882,0.5272,60.06,0.7895,3,17.053,10.452,0.55,0.4839,0.209,2.1722,7.895,0.4787,0.9459,2.895,19
cl_v2_10234062_c1,high_density,judicial_opinion,,various_federal,,,351,15.37,20.45,0.477,78.71,1.8182,4,32.545,9.421,0.8333,0.7632,0.1768,2.5242,15.909,0.5331,1.31,3.727,11
cl_v2_10234062_c2,high_density,judicial_opinion,,various_federal,,,378,46.428,12.8,0.4681,45.49,1.1905,4,18.286,7.837,0.6957,0.6531,0.1512,2.2868,9.476,0.5344,1.1144,3.143,21
cl_v2_10234063_c0,high_density,judicial_opinion,,various_federal,,,411,29.074,16.877,0.5544,122.71,1.0,5,17.583,8.792,0.6,0.6458,0.1529,1.964,7.917,0.45,0.8757,2.75,24
cl_v2_10234063_c1,high_density,judicial_opinion,,various_federal,,,434,35.492,15.704,0.4925,83.74,0.6857,3,12.8,9.739,0.65,0.6522,0.1625,1.42,5.629,0.3947,0.5767,1.8,35
cl_v2_10234063_c2,high_density,judicial_opinion,,various_federal,,,423,46.968,12.275,0.4554,56.8,1.04,4,17.32,8.837,0.7273,0.6327,0.2215,1.9036,7.76,0.483,0.8113,2.52,25
cl_v2_10257729_c0,high_density,judicial_opinion,,various_federal,,,389,43.717,15.854,0.5105,61.41,0.9545,5,17.955,8.061,0.7143,0.7755,0.1611,1.7374,11.136,0.5026,0.7625,2.045,22
cl_v2_10257730_c0,high_density,judicial_opinion,,various_federal,,,426,60.457,9.737,0.4792,84.48,0.75,3,15.5,9.864,0.75,0.6136,0.1228,2.3591,8.929,0.4828,0.9789,2.536,28
cl_v2_10257731_c0,high_density,judicial_opinion,,various_federal,,,423,51.801,15.239,0.2962,35.04,0.85,4,22.0,13.75,0.5625,0.6562,0.0194,2.6503,12.55,0.4167,1.1546,3.35,20
cl_v2_10257731_c1,high_density,judicial_opinion,,various_federal,,,269,55.225,9.795,0.471,40.77,0.4118,3,16.294,12.591,0.3846,0.5,0.0667,2.0874,7.294,0.45,0.757,2.235,17
cl_v2_10257732_c0,high_density,judicial_opinion,,various_federal,,,454,52.236,13.326,0.3815,55.26,0.5714,2,22.143,14.091,0.5238,0.5455,0.042,2.3385,12.238,0.4392,0.9927,2.762,21
cl_v2_10257733_c0,high_density,judicial_opinion,,various_federal,,,367,39.08,16.185,0.5043,54.2,1.1176,3,22.176,10.771,0.7059,0.6857,0.1409,2.2424,8.706,0.5333,0.9881,3.0,17
cl_v2_10257733_c1,high_density,judicial_opinion,,various_federal,,,396,41.355,14.223,0.4442,64.93,1.1875,4,25.062,10.282,0.75,0.6923,0.1169,2.5351,14.438,0.4909,1.2028,3.188,16
cl_v2_10257733_c2,high_density,judicial_opinion,,various_federal,,,430,41.08,16.428,0.5152,57.52,0.5909,3,19.773,14.032,0.5714,0.6452,0.1667,2.1665,12.091,0.4867,0.9227,2.409,22
cl_v2_10234064_c0,high_density,judicial_opinion,,various_federal,,,389,53.376,10.815,0.4757,60.56,1.0,3,23.176,11.588,0.7647,0.5588,0.0867,2.6071,12.588,0.5093,1.2795,3.471,17
cl_v2_10234064_c1,high_density,judicial_opinion,,various_federal,,,442,46.976,13.596,0.4147,50.56,1.25,3,22.15,9.041,0.8889,0.6735,0.1788,2.0376,11.2,0.5579,0.9684,3.2,20
cl_v2_10234064_c2,high_density,judicial_opinion,,various_federal,,,445,41.304,18.066,0.4014,43.73,1.4167,4,38.083,12.351,0.75,0.7027,0.1017,3.017,18.5,0.4854,1.7715,5.167,12
cl_v2_10254560_c0,high_density,judicial_opinion,,various_federal,,,437,52.258,12.048,0.4575,74.12,1.9474,6,24.053,7.617,0.7727,0.7,0.1526,2.2928,9.947,0.5137,1.0497,3.211,19
cl_v2_10254560_c1,high_density,judicial_opinion,,various_federal,,,454,52.281,13.289,0.4918,91.92,1.6667,5,25.944,9.157,0.65,0.6863,0.1337,2.8388,15.611,0.5056,1.3676,4.111,18
cl_v2_10254560_c2,high_density,judicial_opinion,,various_federal,,,415,48.124,15.469,0.4988,86.07,1.4444,4,23.722,7.625,0.7222,0.75,0.1347,2.2839,12.944,0.5012,1.068,3.111,18
cl_v2_10312758_c0,high_density,judicial_opinion,,various_federal,,,444,52.191,11.439,0.4259,43.8,0.8889,3,16.889,9.12,0.76,0.56,0.071,2.3018,8.963,0.5279,0.9562,2.815,27
cl_v2_10312758_c1,high_density,judicial_opinion,,various_federal,,,428,43.831,14.194,0.4482,67.77,1.037,4,16.333,8.647,0.5455,0.6078,0.0726,1.9907,7.148,0.4843,0.7757,2.481,27
cl_v2_10312758_c2,high_density,judicial_opinion,,various_federal,,,442,54.525,12.23,0.4506,53.56,1.0,3,19.348,9.082,0.625,0.5714,0.1451,2.2389,9.261,0.4858,0.9617,3.043,23
cl_v2_10234065_c0,high_density,judicial_opinion,,various_federal,,,457,48.303,12.578,0.4855,74.5,0.9615,3,17.808,8.904,0.75,0.6346,0.1457,2.2089,9.308,0.4966,1.0204,2.962,26
